Id,JobTitle,Company,Location,Salary,TypeofJob,Description,Require,MoreInfo
2745,"HOT 05 Front-end Developer (.NET, JS) - Up To 2000$",Báo điện tử Dân Trí,"Quận Đống Đa, Hà Nội","800 - 2,000 USD",Quảng Cáo Truyền Thông,"Team công nghệ Báo điện tử Dân Trí cần tìm thêm đồng đội để cùng chinh phục rất nhiều bài toán khó, đa dạng, xây dựng hệ thống đa phương tiện gồm báo...","ASP.NET, C#, NodeJS, MS SQL, Redis, REST API, DevOps, ReactJS, Design Patterns, System Architect",https://topdev.vn/viec-lam/05-front-end-developer-net-js-up-to-2000-bao-dien-tu-dan-tri-2027050
2746,"[Junior] Nhân viên phát triển phần mềm (HTML5/CSS3, JavaScript)",jK Technologies,"Quận 10, Hồ Chí Minh","Lên tới 15,000,000 VND",Phần Mềm,"Nhà phát triển phần mềm sẽ xây dựng các phần mềm bằng cách viết mã, cũng như sửa đổi phần mềm để sửa lỗi, thích ứng với phần cứng mới, cải thiện hiệu...","HTML5, JavaScript, Bootstrap, CSS3, TypeScript",https://topdev.vn/viec-lam/junior-nhan-vien-phat-trien-phan-mem-html5-css3-javascript-jk-technologies-2027021
2747,HOT Fresher DevOps Engineer,Nash Tech,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Gia công phần mềm,"DevOps is the interference of software development and IT Operation, building the development environment in large-scale projects. Are you ready to sh...","Java, C#, Python, Golang, DevOps",https://topdev.vn/viec-lam/fresher-devops-engineer-nash-tech-2027061
2748,Java Developer,ATZINE,"Quận 7, Hồ Chí Minh","30,000,000 - 45,000,000 VND",Phần Mềm,Quantity: 03 Nhân viên,"Java, Spring Boot",https://topdev.vn/viec-lam/java-developer-atzine-2027117
2749,"PHP Developer (Laravel) | Up to $1,000",CLOUDTEAM,"Quận 7, Hồ Chí Minh","600 - 1,000 USD","Phần Mềm, Phần cứng, Dịch vụ IT","Job Purposes: Build flexible, scalable, highly interactive, user-friendly web and applications.","PHP, JavaScript, Laravel",https://topdev.vn/viec-lam/php-developer-laravel-up-to-1-000-cloudteam-2027116
2750,IT PROJECT MANAGER,Yes4All Trading Services Company Limited,"Quận Phú Nhuận, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Yes4All is one of the leading brands for home sporting goods & furniture in the e-commerce market. Founded in 2010, we have strived to be in the top 1...","Project Manager, Business Analyst",https://topdev.vn/viec-lam/it-project-manager-yes4all-trading-services-company-limited-2027143
2751,"HOT KMS Danang | One-day Hiring (Fresher Java, .NET, Tester, Low-code Engineer)",KMS Technology,"Quận Hải Châu, Đà Nẵng",Thương lượng,"Dịch vụ IT, Gia công phần mềm, Phần Mềm, Product",KMS ONE-DAY HIRING: a special IT Fresher recruitment campaign from KMS Technology. Not a 2-round interview.  Not weeks of process 'till you're emplo...,"Java, .NET, Tester, QA, QC",https://topdev.vn/viec-lam/kms-danang-one-day-hiring-fresher-java-net-tester-low-code-engineer-kms-technology-2027141
2752,HOT Automation Engineer (Selenium C#),ORIENT SOFTWARE DEVELOPMENT CORPORATION,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Gia công phần mềm,,"C#, QA, QC, Automation Tester, Selenium",https://topdev.vn/viec-lam/automation-engineer-selenium-c-orient-software-development-corporation-2027142
2753,HOT UI Designer for PayPense,HRS GROUP,"Quận 12, Hồ Chí Minh","1,500 - 3,000 USD",Phần Mềm,,UI Design,https://topdev.vn/viec-lam/ui-designer-for-paypense-hrs-group-2027140
2754,HOT Senior Java Back-end Developer - Paypense (m/f/d),HRS GROUP,"Quận 12, Hồ Chí Minh","2,000 - 3,000 USD",Phần Mềm,"POSITION Within HRS, the Payment Solutions team is transforming the way corporations globally look to payments as a critical and transformative busin...","Java, Back-End",https://topdev.vn/viec-lam/senior-java-back-end-developer-paypense-m-f-d-hrs-group-2027139
2755,[ĐÀ NẴNG] Senior software Programmer (Java/JavaScript/NodeJS/MySQL),NTT DATA Vietnam,"Quận Hải Châu, Đà Nẵng",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,"AngularJS, Oracle, J2EE, Java, JavaScript, MySQL, JQuery, NodeJS, Spring",https://topdev.vn/viec-lam/da-nang-senior-software-programmer-java-javascript-nodejs-mysql-ntt-data-vietnam-2026824
2756,[ĐÀ NẴNG ] Fresher/Junior Software Programmer (Java/.NET/PHP),NTT DATA Vietnam,"Quận Hải Châu, Đà Nẵng",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,"PHP, Java, .NET",https://topdev.vn/viec-lam/da-nang-fresher-junior-software-programmer-java-net-php-ntt-data-vietnam-2026820
2757,HOT [ĐÀ NẴNG] Leader Tester/QC/QA,NTT DATA Vietnam,"Quận Hải Châu, Đà Nẵng",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,"Lifecycle (sdlc), QC, Tester, QA, Automation Tester, Manual Tester",https://topdev.vn/viec-lam/da-nang-leader-tester-qc-qa-ntt-data-vietnam-2026825
2758,Java Software Programmer,NTT DATA Vietnam,"Quận Cầu Giấy, Hà Nội - Quận 1, Hồ Chí Minh - Quận Hải Châu, Đà Nẵng",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,Java,https://topdev.vn/viec-lam/java-software-programmer-ntt-data-vietnam-2026827
2759,"Web Developer (ASP.NET) | Up to $2,000",Công ty Cổ phần Công Nghệ Vũ Thảo,"Quận Tân Bình, Hồ Chí Minh","Lên tới 2,000 USD",Dịch vụ doanh nghiệp,Số lượng cần tuyển: 8,"ASP.NET, C#, .NET, JavaScript, ReactJS",https://topdev.vn/viec-lam/web-developer-asp-net-up-to-2-000-cong-ty-co-phan-cong-nghe-vu-thao-2026921
2760,[HÀ NỘI] Senior System Analyst,NTT DATA Vietnam,"Quận Cầu Giấy, Hà Nội",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,System Admin,https://topdev.vn/viec-lam/ha-noi-senior-system-analyst-ntt-data-vietnam-2026828
2761,CHUYÊN VIÊN KIỂM THỬ PHẦN MỀM (TESTER),Công ty Cổ phần Công Nghệ Vũ Thảo,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Dịch vụ doanh nghiệp,,Tester,https://topdev.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester-cong-ty-co-phan-cong-nghe-vu-thao-2026927
2762,Senior Line Manager,SHIFT ASIA,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,SHIFT ASIA is a leading company in Software Testing & Development with prominent market share in Japan. With the growth of the business and the transf...,"Software Developer, Angular, JavaScript, ReactJS, Japanese, English",https://topdev.vn/viec-lam/senior-line-manager-shift-asia-2026926
2763,Mobile Developer (Java/Kotlin/Swift/Objective C),Công ty CP CQ TDT Asia,"Quận Nam Từ Liêm, Quận Nam Từ Liêm - Hà Nội","Lên tới 2,000 USD",Phần Mềm,,"Swift, Android, iOS, Java, Objective-C, Mobile, Kotlin",https://topdev.vn/viec-lam/mobile-developer-java-kotlin-swift-objective-c-cong-ty-cp-cq-tdt-asia-2026923
2764,Dynamics 365|AX Developer,NaviWorld Vietnam,"Quận Bình Thạnh, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội","1,000 - 1,200 USD",Triển Khai Phần Mềm,Chúng tôi đang tìm kiếm nhân viên cho vị trí Lập trình viên giải pháp Microsoft Dynamics 365 Operations | Microsoft Dynamics AX để đáp ứng nhu cầu phá...,"C++, SQL, .NET, Microsoft Dynamics AX, Microsoft Dynamics 365",https://topdev.vn/viec-lam/dynamics-365-ax-developer-naviworld-vietnam-2026932
2765,Full Stack .NET Engineer,Công Ty Cổ Phần Torus Engineering,Hà Nội,"1,000 - 2,500 USD",Phần Mềm,"Torus Engineering is looking for Full-Stack .Net Engineers who are results-oriented, multifaceted and can work independently or in a team environment,...","C#/ Oop/ Net Framwork, API, React/Typescript, ASP.NET, .NET",https://topdev.vn/viec-lam/full-stack-net-engineer-cong-ty-co-phan-torus-engineering-2026935
2766,"Developer (Flutter, .NET Core, ReactJS)",Công ty Cổ Phần Thế Giới Di Động,"Thành phố Thủ Đức, Hồ Chí Minh","800 - 1,800 USD","Thương mại điện tử/ Bán lẻ, Bán lẻ",Welcome all talented Software Developers to JOIN IN the newest project of MWG!,"REST API, Front-End, Back-End, ReactJS, .NET Core, Flutter, ASP.NET Core, Mobile",https://topdev.vn/viec-lam/developer-flutter-net-core-reactjs-cong-ty-co-phan-the-gioi-di-dong-2026936
2767,Project Manager/Business Analyst (English),BrickMate Group,"Quận 10, Hồ Chí Minh",Thương lượng,"Phần Mềm, Outsourcing, Product","Top 3 Reasons To Join Us Competitive salary  Opportunity to work with big Korean companies such as Lotte, Kumho, LG, etc. Project Incentive & Bir...","Project Manager, Business Analyst",https://topdev.vn/viec-lam/project-manager-business-analyst-english-brickmate-group-2026937
2768,"Tester (QA/ QC) - Up to $1,200",Seal Commerce,"Quận Thanh Xuân, Hà Nội","700 - 1,200 USD",Phần Mềm,We are looking for 2 Middle Testers to assess software quality through Manual Testing for Ecommerce Domain. You will be responsible for ensuring that...,"UI/UX, QA, QC, Tester, Mobile, Manual Test",https://topdev.vn/viec-lam/tester-qa-qc-up-to-1-200-seal-commerce-2026938
2769,DevOps Engineer,Công Ty TNHH Groot,"Quận Bình Thạnh, Hồ Chí Minh","1,000 - 1,200 USD",Phần Mềm,,"Linux, Redis, MariaDB, Docker, Unix, Ansible, Kafka",https://topdev.vn/viec-lam/devops-engineer-cong-ty-tnhh-groot-2026939
2770,Back-end Engineer (Golang/ Python/ NodeJS/ Java/ PHP/ .NET),Ahamove,"Quận 10, Hồ Chí Minh","1,500 - 2,000 USD",Product,"Why it would be awesome to work with us National champion: Joining the on-demand delivery platform in Vietnam, you have to apply the newest technol...","Java, PHP, Python, NodeJS, .NET, Golang, Back-End",https://topdev.vn/viec-lam/back-end-engineer-golang-python-nodejs-java-php-net-ahamove-2026942
2771,Team leader PHP Developer từ 35M ~ 40M,FIBO,"Quận Tân Phú, Hồ Chí Minh","35,000,000 - 40,000,000 VND","Product, Viễn Thông, Công nghệ thông tin",,"PHP, CSS, JavaScript, C#, MySQL, NodeJS",https://topdev.vn/viec-lam/team-leader-php-developer-tu-35m-40m-fibo-2026941
2772,Scrum Master,YODY Fashion,"Quận Thanh Xuân, Hà Nội - Thành phố Hải Dương, Hải Dương","18,000,000 - 35,000,000 VND",Thương mại điện tử/ Bán lẻ,"Với tầm nhìn trở thành Công ty thời trang số 1 Việt Nam, IPO vào năm 2025, YODY chiêu mộ anh em Công nghệ thông tin về YODY FASHION TECH với chủ đề CẤ...","Scrum, Agile & Scrum, Scrum Master",https://topdev.vn/viec-lam/scrum-master-yody-fashion-2026943
2773,"[Junior or Senior] IT Developer (C,C++,pro-c,iOS)",Shinhan Securities,"Quận 3, Hồ Chí Minh",Thương lượng,Chứng khoán,"Team   ICT Department   ICT Division   Digital & ICT Work Location   Ho Chi Minh We need 3 persons [Junior or Senior] IT Developer (C,C++,pro-c,...","iOS, Oracle, C++, Mobile, Web, Database",https://topdev.vn/viec-lam/junior-or-senior-it-developer-c-c-pro-c-ios-shinhan-securities-2026945
2774,Lập Trình Viên PHP,South Telecom,"Quận 3, Hồ Chí Minh - Quận Đống Đa, Hà Nội","9,000,000 - 25,000,000 VND","Dịch vụ IT, Internet",Đối với ứng viên mới ra trường: Mức lương cơ bản từ 9.000.000 VNĐ trở lên và được hỗ trợ training. Đối với ứng viên có kinh nghiệm từ 1 năm trở lên...,"PHP, JavaScript",https://topdev.vn/viec-lam/lap-trinh-vien-php-south-telecom-2026944
2775,[ALL LEVELS] JAVA DEVELOPER,"CyberLogitec Vietnam Co., Ltd.","Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,,"Java, JavaScript, Spring",https://topdev.vn/viec-lam/all-levels-java-developer-cyberlogitec-vietnam-co-ltd-2026978
2776,"Front-end Engineer (JavaScript, HTML, CSS)",Cho Tot,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Are you a Front-End Software Engineer who finds building great UI simply irresistible? If yes, this role is for you! We’re looking for dynamic talent...","CSS, JavaScript, HTML, Front-End",https://topdev.vn/viec-lam/front-end-engineer-javascript-html-css-cho-tot-2026981
2777,[HN] Software Engineer (Fresher/Junior),Công ty cổ phần Base Enterprise,"Quận Thanh Xuân, Hà Nội",Thương lượng,B2B Services,,"HTML5, MySQL, JSON, CSS3, REST API, JavaScript, JQuery, Ajax",https://topdev.vn/viec-lam/hn-software-engineer-fresher-junior-cong-ty-co-phan-base-enterprise-2026946
2778,Back-end Engineer (Golang),Cho Tot,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,Cho Tot team is expanding to continuously innovate our marketplace ecosystem to better serve Vietnamese via advance technology. We are looking for tal...,"Golang, Back-End",https://topdev.vn/viec-lam/back-end-engineer-golang-cho-tot-2026982
2779,Back-end Developer (NodeJS/C++/JavaScript),Metacoders,"Thành phố Thủ Đức, Hồ Chí Minh","Lên tới 4,000 USD",Software,It’s not only about coding but also about building products. You will be joining an awesome startup team to build cool applications that serve million...,"C++, JavaScript, NodeJS, Back-End",https://topdev.vn/viec-lam/back-end-developer-nodejs-c-javascript-metacoders-2027104
2780,HOT Fresher/Junior QA/QC Engineer (Tester),Money Forward Vietnam,"Quận 4, Hồ Chí Minh",Thương lượng,Phần Mềm,"TOP 3 REASONS TO JOIN US Competitive salary & benefits Flexible working time, no OT Employee growth support We are looking for QA/QC Engineers...","QA, QC, Tester",https://topdev.vn/viec-lam/fresher-junior-qa-qc-engineer-tester-money-forward-vietnam-2027103
2781,Front-end Developer (ReactJS/NextJS/TypeScript),Metacoders,"Thành phố Thủ Đức, Hồ Chí Minh","Lên tới 4,000 USD",Software,It’s not only about coding but also about building products. You will be joining an awesome startup team to build cool applications that serve million...,"CSS, HTML, ReactJS, TypeScript, NextJS",https://topdev.vn/viec-lam/front-end-developer-reactjs-nextjs-typescript-metacoders-2027105
2782,IT PROGRAMMER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh","Lên tới 17,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Contribute to all aspects of the product development process, from specification and design, throughout testing, deployment and implement at custome...","Java, .NET",https://topdev.vn/viec-lam/it-programmer-hcmc-office-ntt-data-vietnam-2026432
2783,JAVA TEAM LEADER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh - Quận Cầu Giấy, Hà Nội - Quận Hải Châu, Đà Nẵng","Lên tới 27,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT",Analyze and design system flow and procedures to ensure optimum control and security of data and efficient use of resources.  Perform the role of Qua...,"Java, Back-End, Videos Editor, Front-End",https://topdev.vn/viec-lam/java-team-leader-hcmc-office-ntt-data-vietnam-2026433
2784,Technical Leader/ Trưởng nhóm kỹ thuật ~ Signing bonus applied for candidate receiving offer for working in HCMC,NTT DATA Vietnam,"Quận Cầu Giấy, Hà Nội - Quận 1, Hồ Chí Minh","Lên tới 32,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT",Ensure the technical solution through the projects and research and train new technology for other staffs.   SIGNING BONUS:  One month of NET salary...,"Magento, Oracle, J2EE, MS SQL, NoSQL, React Native, Japanese, English, PostgreSql",https://topdev.vn/viec-lam/technical-leader-truong-nhom-ky-thuat-signing-bonus-applied-for-candidate-receiving-offer-for-working-in-hcmc-ntt-data-vietnam-2026420
2785,AZURE DATA ENGINEER (HCMC Office),NTT DATA Vietnam,"Quận 1, Hồ Chí Minh","Lên tới 22,000,000 VND","Dịch vụ doanh nghiệp, Dịch vụ IT","Contribute to all aspects of the product development process, from specification and design, throughout testing, deployment and implement at custome...","Azure, Data Engineer",https://topdev.vn/viec-lam/azure-data-engineer-hcmc-office-ntt-data-vietnam-2026434
2786,[Remote - Fulltime] Full-Stack Developer (PHP/Ruby),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,,"PHP, Laravel, Symfony, Full-Stack, CodeIgniter, JavaScript, Ruby on Rails, VueJS",https://topdev.vn/viec-lam/remote-fulltime-full-stack-developer-php-ruby-neolab-viet-nam-da-nang-2026516
2787,[Fulltime - Remote] Front-end Developer (Vue.JS/React.JS),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,,"Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/fulltime-remote-front-end-developer-vue-js-react-js-neolab-viet-nam-da-nang-2026517
2788,MODERN JAVASCRIPT DEVELOPER,DaouKiwoom Innovation,"Quận Bình Thạnh, Hồ Chí Minh","Lên tới 4,000 USD",Phần Mềm,"If you are looking for a company where you can show your skills in a dynamic environment, please come to us! Being part of our company, you will work...","JavaScript, Front-End, ReactJS",https://topdev.vn/viec-lam/modern-javascript-developer-daoukiwoom-innovation-2026515
2789,[Remote - Fulltime] Back-end Developer (PHP/Ruby),NEOLAB VIỆT NAM (Đà Nẵng),"Quận Hải Châu, Đà Nẵng - None","Lên tới 2,000 USD",Phần Mềm,,"Ruby on Rails, Symfony, CodeIgniter, Back-End",https://topdev.vn/viec-lam/remote-fulltime-back-end-developer-php-ruby-neolab-viet-nam-da-nang-2026518
2790,"Experienced Tester (QA, QC)",Ekino VietNam,"Quận 11, Hồ Chí Minh",Thương lượng,"Dịch vụ doanh nghiệp, Dịch vụ IT",,"QA, QC, Tester, Automation Tester, Manual Test",https://topdev.vn/viec-lam/experienced-tester-qa-qc-ekino-vietnam-2026519
2791,LẬP TRÌNH VIÊN MOBILE (REACT NATIVE/ FLUTTER),"Vietec.,Corp","Quận Cầu Giấy, Hà Nội","Lên tới 20,000,000 VND",Phần Mềm,Vị trí: Lập trình viên Mobile Thuộc bộ phận: Phòng lập trình,"Android, iOS, Mobile, React Native",https://topdev.vn/viec-lam/lap-trinh-vien-mobile-react-native-flutter-vietec-corp-2026529
